,name,code
489,오성첨단소재,052420.KQ
490,오션브릿지,241790.KQ
491,우리손에프앤지,073560.KQ
492,우수AMS,066590.KQ
493,원일특강,012620.KQ
494,윈하이텍,192390.KQ
495,윌링스,313760.KQ
496,유니테스트,086390.KQ
497,유안타제6호스팩,340360.KQ
498,이글루시큐리티,067920.KQ
499,이글벳,044960.KQ
500,이녹스,088390.KQ
501,이랜시스,264850.KQ
502,이매진아시아,036260.KQ
503,이에스브이,223310.KQ
504,이에스에이,052190.KQ
505,이엠텍,091120.KQ
506,이즈미디어,181340.KQ
507,이지케어텍,099750.KQ
508,인선이엔티,060150.KQ
509,인포마크,175140.KQ
510,인포바인,115310.KQ
511,인포뱅크,039290.KQ
512,잉크테크,049550.KQ
513,전진바이오팜,110020.KQ
514,정다운,208140.KQ
515,제이스텍,090470.KQ
516,제일바이오,052670.KQ
517,젬백스지오,041590.KQ
518,줌인터넷,239340.KQ
519,지니뮤직,043610.KQ
520,지니언스,263860.KQ
521,지란지교시큐리티,208350.KQ
522,지스마트글로벌,114570.KQ
523,지트리비앤티,115450.KQ
524,진매트릭스,109820.KQ
525,참좋은여행,094850.KQ
526,천보,278280.KQ
527,케이비제19호스팩,330990.KQ
528,케이씨피드,025880.KQ
529,코너스톤네트웍스,033110.KQ
530,코데즈컴바인,047770.KQ
531,코메론,049430.KQ
532,코미팜,041960.KQ
533,코웰패션,033290.KQ
534,코위버,056360.KQ
535,콜마비앤에이치,200130.KQ
536,큐브엔터,182360.KQ
537,크로바하이텍,043590.KQ
538,클리오,237880.KQ
539,키움제5호스팩,311270.KQ
540,테고사이언스,191420.KQ
541,테스나,131970.KQ
542,파루,043200.KQ
543,파수,150900.KQ
544,파워로직스,047310.KQ
545,파인디지털,038950.KQ
546,팬엔터테인먼트,068050.KQ
547,펌텍코리아,251970.KQ
548,포시에스,189690.KQ
549,풍강,093380.KQ
550,피에스텍,002230.KQ
551,하나마이크론,067310.KQ
552,하이록코리아,013030.KQ
553,한국경제TV,039340.KQ
554,한국바이오젠,318000.KQ
555,한국비엔씨,256840.KQ
556,한국아트라스비엑스,023890.KQ
557,한국알콜,017890.KQ
558,한국정보통신,025770.KQ
559,한국팩키지,037230.KQ
560,한글과컴퓨터,030520.KQ
561,한일단조,024740.KQ
562,한컴위드,054920.KQ
563,한탑,002680.KQ
564,형지I&C,011080.KQ
565,휴네시온,290270.KQ
566,휴맥스홀딩스,028080.KQ
567,흥국에프엔비,189980.KQ
568,CJ엔터테인,049370.KQ
569,IC코퍼레이션,080570.KQ
570,KNS홀딩스,036760.KQ
571,KTB더블채권1-MF,045800.KQ
572,KTB전환형41,038760.KQ
573,SK브로드밴드,033630.KQ
574,교보그로쓰,035970.KQ
575,국제엘렉트릭,053740.KQ
576,그로웰전자,009220.KQ
577,그로웰텔레콤,035780.KQ
578,글로벌하이1,038770.KQ
579,금성제관,018840.KQ
580,남송개발,006000.KQ
581,네스테크,037540.KQ
582,넥스지,081970.KQ
583,넥스콘테크,038990.KQ
584,다임알짜1호-MF,050350.KQ
585,단성일렉트론,085990.KQ
586,대선조선,031990.KQ
587,대전금고,006300.KQ
588,더존디지털,045380.KQ
589,동미전기,008330.KQ
590,디에스피,016040.KQ
591,디이시스,053200.KQ
592,마이다스30,043040.KQ
593,마이다스페셜,039540.KQ
594,마이다스하이테크성장,036400.KQ
595,마이스코,088700.KQ
596,마인,039500.KQ
597,미래에셋대우스팩1호,265480.KQ
598,미래에셋드림펀드,034820.KQ
599,미래에셋실크로드이호,035310.KQ
600,미래코리아1,042950.KQ
601,바이오시스,035960.KQ
602,벤처코스닥,038280.KQ
603,보광티에스,066690.KQ
604,부산저축은행,007830.KQ
605,브이에스에스티,035400.KQ
606,삼성투신증권,022060.KQ
607,삼성프라임성장형뮤추,035530.KQ
608,삼주건설,025150.KQ
609,세계투어,047600.KQ
610,세림아이텍,033040.KQ
611,세미텍,081220.KQ
612,세아메탈,033020.KQ
613,세원텔레콤,036910.KQ
614,스타맥스,017050.KQ
615,스톰이앤에프,043680.KQ
616,신중앙금고,007990.KQ
617,신한종합비료,019230.KQ
618,쓰리디월드,065340.KQ
619,씨앤케이인터,039530.KQ
620,아이디에스,078780.KQ
621,알바트로스3,036780.KQ
622,에듀언스,009010.KQ
623,에버리소스,020070.KQ
624,에스이아이주,035940.KQ
625,에스티씨라이프,026220.KQ
626,에이스앤파트너스,032930.KQ
627,에피밸리,068630.KQ
628,엔에스브이,095300.KQ
629,엔에이치SL스팩,207720.KQ
630,엔플렉스,040130.KQ
631,엘리트1호,037670.KQ
632,엘앤씨피,015390.KQ
633,엘티삼보,011870.KQ
634,와이즈파워,040670.KQ
635,월드그랜드1,038020.KQ
636,윌텍정보통신,039390.KQ
637,유에이블,071530.KQ
638,유퍼트,060670.KQ
639,이수세라믹,032180.KQ
640,일공공일안경,032030.KQ
641,자강,036790.KQ
642,제너비오믹스,017010.KQ
643,케이이엔지,077960.KQ
644,코어비트,056850.KQ
645,코웰이홀딩스,900020.KQ
646,콜마파마,038710.KQ
647,쿠첸,225650.KQ
648,태영텔스타,060840.KQ
649,테라리소스,053320.KQ
650,토자이홀딩스,037700.KQ
651,투미비티,058900.KQ
652,파이오니어,035030.KQ
653,퓨쳐비젼,042570.KQ
654,프로비타,014420.KQ
655,플래티넘이천,039520.KQ
656,하나에프앤아이,025080.KQ
657,하우리,049130.KQ
658,현대멀티캡,035910.KQ
659,협화,007840.KQ
660,화림모드,045920.KQ
661,DB금융스팩7호,322780.KQ
662,IBKS제10호스팩,299170.KQ
663,JTC,950170.KQ
664,KCC건설,021320.KQ
665,KCI,036670.KQ
666,KG ETS,151860.KQ
667,NEW,160550.KQ
668,SBI핀테크솔루션즈,950110.KQ
669,SGA솔루션즈,184230.KQ
670,SKC코오롱PI,178920.KQ
671,SK바이오랜드,052260.KQ
672,SM Life Design,063440.KQ
673,iMBC,052220.KQ
674,교보9호스팩,331520.KQ
675,나노신소재,121600.KQ
676,나인테크,267320.KQ
677,넥슨지티,041140.KQ
678,노터스,278650.KQ
679,녹원씨엔아이,065560.KQ
680,누리플랜,069140.KQ
681,다산네트웍스,039560.KQ
682,다원시스,068240.KQ
683,대원산업,005710.KQ
684,대유,290380.KQ
685,덕신하우징,090410.KQ
686,데일리블록체인,139050.KQ
687,동신건설,025950.KQ
688,동일기연,032960.KQ
689,듀오백,073190.KQ
690,디지아이,043360.KQ
691,디지털대성,068930.KQ
692,디티앤씨,187220.KQ
693,램테크놀러지,171010.KQ
694,랩지노믹스,084650.KQ
695,레고켐바이오,141080.KQ
696,로고스바이오,238120.KQ
697,로보스타,090360.KQ
698,리드,197210.KQ
699,리드코프,012700.KQ
700,메디포스트,078160.KQ
701,바이오니아,064550.KQ
702,베뉴지,019010.KQ
703,베셀,177350.KQ
704,보라티알,250000.KQ
705,부방,014470.KQ
706,브리지텍,064480.KQ
707,삼진엘앤디,054090.KQ
708,삼천리자전거,024950.KQ
709,삼현철강,017480.KQ
710,상아프론테크,089980.KQ
711,서부T&D,006730.KQ
712,서산,079650.KQ
713,서진오토모티브,122690.KQ
714,성우테크론,045300.KQ
715,세운메디칼,100700.KQ
716,세종텔레콤,036630.KQ
717,소프트캠프,258790.KQ
718,솔본,035610.KQ
719,수산아이앤티,050960.KQ
720,슈피겐코리아,192440.KQ
721,스맥,099440.KQ
722,시공테크,020710.KQ
723,시그네틱스,033170.KQ
724,신신제약,002800.KQ
725,신테카바이오,226330.KQ
726,신한제5호스팩,323230.KQ
727,신한제6호스팩,333050.KQ
728,실리콘웍스,108320.KQ
729,쎄노텍,222420.KQ
730,쎄미시스코,136510.KQ
731,쎄트렉아이,099320.KQ
732,씨엠에스에듀,225330.KQ
733,씨큐브,101240.KQ
734,아비코전자,036010.KQ
735,아진산업,013310.KQ
736,아프리카TV,067160.KQ
737,알티캐스트,085810.KQ
738,애니젠,196300.KQ
739,액션스퀘어,205500.KQ
740,앤디포스,238090.KQ
741,에스마크,030270.KQ
742,에스앤더블류,103230.KQ
743,에스에프에이,056190.KQ
744,에스엠코어,007820.KQ
745,에스트래픽,234300.KQ
746,에스퓨얼셀,288620.KQ
747,에이디칩스,054630.KQ
748,에이비엘바이오,298380.KQ
749,에이스침대,003800.KQ
750,에이스토리,241840.KQ
751,에이치시티,072990.KQ
752,에이텍티앤,224110.KQ
753,엑셈,205100.KQ
754,엔브이에이치코리아,067570.KQ
755,엔텔스,069410.KQ
756,엘디티,096870.KQ
757,엘비세미콘,061970.KQ
758,엘아이에스,138690.KQ
759,엘컴텍,037950.KQ
760,예스티,122640.KQ
761,오스테오닉,226400.KQ
762,오텍,067170.KQ
763,원익머트리얼즈,104830.KQ
764,원익홀딩스,030530.KQ
765,원풍,008370.KQ
766,웹젠,069080.KQ
767,위닉스,044340.KQ
768,위메이드,112040.KQ
769,유비벨록스,089850.KQ
770,유비쿼스,264450.KQ
771,유안타제4호스팩,313750.KQ
772,이건홀딩스,039020.KQ
773,이노와이어리스,073490.KQ
774,이녹스첨단소재,272290.KQ
775,이랜텍,054210.KQ
776,이미지스,115610.KQ
777,이수앱지스,086890.KQ
778,인성정보,033230.KQ
779,인탑스,049070.KQ
780,재영솔루텍,049630.KQ
781,제낙스,065620.KQ
782,제이앤티씨,204270.KQ
783,제이티,089790.KQ
784,지엘팜텍,204840.KQ
785,지티지웰니스,219750.KQ
786,진바이오텍,086060.KQ
787,진성티이씨,036890.KQ
788,캐리소프트,317530.KQ
789,캠시스,050110.KQ
790,케어젠,214370.KQ
791,케이비제18호스팩,323940.KQ
792,케이피에프,024880.KQ
793,코나아이,052400.KQ
794,코다코,046070.KQ
795,코리아에셋투자증권,190650.KQ
796,코미코,183300.KQ
797,코센,009730.KQ
798,코이즈,121850.KQ
799,키이스트,054780.KQ
800,탑엔지니어링,065130.KQ
801,태웅로직스,124560.KQ
802,텔콘RF제약,200230.KQ
803,토비스,051360.KQ
804,티라유텍,322180.KQ
805,티씨케이,064760.KQ
806,파라다이스,034230.KQ
807,파멥신,208340.KQ
808,파버나인,177830.KQ
809,파워넷,037030.KQ
810,팍스넷,038160.KQ
811,프로텍,053610.KQ
812,플레이디,237820.KQ
813,피에스케이,319660.KQ
814,픽셀플러스,087600.KQ
815,필옵틱스,161580.KQ
816,하나금융14호스팩,332710.KQ
817,한국제7호스팩,291210.KQ
818,한국캐피탈,023760.KQ
819,한일네트웍스,046110.KQ
820,헬릭스미스,084990.KQ
821,휴젤,145020.KQ
822,희림,037440.KQ
823,KCW,068060.KQ
824,KEPS,046810.KQ
825,KTB벤처1-MF,038370.KQ
826,LG마이크론,016990.KQ
827,MTRON,046320.KQ
828,SSCP,071660.KQ
829,UC아이콜스,065810.KQ
830,VK,048760.KQ
831,강남화성,007140.KQ
832,교하산업,013850.KQ
833,글로벌파워,064910.KQ
834,금강제강,105070.KQ
835,나이스메탈,072530.KQ
836,다산씨앤아이,037200.KQ
837,대구리스금융,025090.KQ
838,대륭산업,027610.KQ
839,대주코레스,008340.KQ
840,대진동관공업,014210.KQ
841,대한바이오링크,041500.KQ
842,더체인지,054120.KQ
843,동서정보기술,055000.KQ
844,동호전기,022510.KQ
845,디보스,080140.KQ
846,디에스,051710.KQ
847,디에이치패션,045260.KQ
848,라인건설,017620.KQ
849,리젠트빅히트,039270.KQ
850,마이다스전이,038310.KQ
851,마이다스차익,048660.KQ
852,마이다스테2,039050.KQ
853,모라리소스,018890.KQ
854,미디어코프,053890.KQ
855,미래셀렉티브-MF,052540.KQ
856,미래알바1,044410.KQ
857,미래에셋이글사호펀드,034570.KQ
858,미래에셋이글삼호펀드,034560.KQ
859,미래하이1호,038580.KQ
860,미래한아름1-MF,044890.KQ
861,범양사,002480.KQ
862,보성건설,018230.KQ
863,보홍,041320.KQ
864,사이버패스,063280.KQ
865,삼산,012010.KQ
866,삼우이엠씨,026250.KQ
867,삼천전기,008920.KQ
868,세이우량채권,044240.KQ
869,세이플러스혼합형펀드,051070.KQ
870,솔빛미디어,044440.KQ
871,슈마,056500.KQ
872,신신상사,012360.KQ
873,쌈지,033260.KQ
874,써미트,039000.KQ
875,썬텍,122800.KQ
876,씨엘인터내셔널,037340.KQ
877,씨티엘테크,088960.KQ
878,아시아미디어홀딩스,052810.KQ
879,아이레보,072430.KQ
880,알덱스,025970.KQ
881,알바트로스 4,037180.KQ
882,에듀아크,046350.KQ
883,에스디,066930.KQ
884,에스에스컴텍,036500.KQ
885,에스이아이채,035930.KQ
886,에이스하이텍,071930.KQ
887,엑스씨이,081500.KQ
888,엑큐리스,048460.KQ
889,엔스퍼트,098400.KQ
890,엠텍반도체,054440.KQ
891,엠텍비젼,074000.KQ
892,영진코퍼레이션,053330.KQ
893,우주건설,002190.KQ
894,우풍금고,016620.KQ
895,울트라건설,004320.KQ
896,월드그랜드2,039160.KQ
897,월드텔레콤,047610.KQ
898,유니드코리아,110500.KQ
899,유산실업,015910.KQ
900,인젠,041630.KQ
901,제이콤,060750.KQ
902,주화산업,017740.KQ
903,중앙금고,025220.KQ
904,지니웍스,036600.KQ
905,지앤디윈텍,061050.KQ
906,지오엠씨,033030.KQ
907,카인드웨어서울,032970.KQ
908,케이알,035950.KQ
909,케이티비스팩1호,204650.KQ
910,코리아링크,037410.KQ
911,코아에스앤아이,052350.KQ
912,타임,046930.KQ
913,태광이엔시,048140.KQ
914,테이크시스템,076090.KQ
915,테크메이트,043690.KQ
916,텔슨전자,027350.KQ
917,트레이스,052290.KQ
918,포넷,048270.KQ
919,폴리플러스,065610.KQ
920,프리젠,060910.KQ
921,플러스2호,035160.KQ
922,하이프로증권투자회사,034920.KQ
923,한국금고,006540.KQ
924,한국대아진공,029470.KQ
925,한빛세이프티이호증권,034440.KQ
926,한빛세이프티일호증권,034430.KQ
927,한양철강,026930.KQ
928,한진피앤씨,061460.KQ
929,DSC인베스트먼트,241520.KQ
930,IBKS제7호스팩,276920.KQ
931,NHN벅스,104200.KQ
932,SDN,099220.KQ
933,SK4호스팩,307070.KQ
934,SKC 솔믹스,057500.KQ
935,SK머티리얼즈,036490.KQ
936,UCI,038340.KQ
937,WI,073570.KQ
938,가비아,079940.KQ
939,강스템바이오텍,217730.KQ
940,경남스틸,039240.KQ
941,국일신동,060480.KQ
942,글로벌텍스프리,204620.KQ
943,글로본,019660.KQ
944,나노,187790.KQ
945,네오위즈홀딩스,042420.KQ
946,네이블커뮤니케이션즈,153460.KQ
947,넥스트BT,065170.KQ
948,대성미생물,036480.KQ
949,대신밸런스제7호스팩,332290.KQ
950,대양전기공업,108380.KQ
951,대원,007680.KQ
952,대한뉴팜,054670.KQ
953,덕산테코피아,317330.KQ
954,덕산하이메탈,077360.KQ
955,동국산업,005160.KQ
956,동진쎄미켐,005290.KQ
957,디바이스이엔지,187870.KQ
958,디에스티,033430.KQ
959,라이브파이낸셜,036170.KQ
960,라이온켐텍,171120.KQ
961,러셀,217500.KQ
962,레몬,294140.KQ
963,레이크머티리얼즈,281740.KQ
964,로지시스,067730.KQ
965,링네트,042500.KQ
966,마이크로프랜드,147760.KQ
967,메가스터디교육,215200.KQ
968,모헨즈,006920.KQ
969,민앤지,214180.KQ
970,바른전자,064520.KQ
971,바이온,032980.KQ
972,비디아이,148140.KQ
973,비에이치아이,083650.KQ
974,삼원테크,073640.KQ
975,상보,027580.KQ
976,새로닉스,042600.KQ
977,서연탑메탈,019770.KQ
978,서울리거,043710.KQ
979,서울반도체,046890.KQ
980,서울전자통신,027040.KQ
981,서원인텍,093920.KQ
982,선데이토즈,123420.KQ
983,성호전자,043260.KQ
984,세원,234100.KQ
985,셀트리온제약,068760.KQ
986,슈프리마에이치큐,094840.KQ
987,스킨앤스킨,159910.KQ
988,스타플렉스,115570.KQ
989,스튜디오드래곤,253450.KQ
990,시노펙스,025320.KQ
991,신원종합개발,017000.KQ
992,신흥에스이씨,243840.KQ
993,씨앤지하이테크,264660.KQ
994,아리온,058220.KQ
995,아세아텍,050860.KQ
996,아스타,246720.KQ
997,아스트,067390.KQ
998,아우딘퓨쳐스,227610.KQ
999,아이엘사이언스,307180.KQ
1000,아이엠텍,226350.KQ
1001,아이진,185490.KQ
1002,아이큐어,175250.KQ
1003,아이크래프트,052460.KQ
1004,알에스오토메이션,140670.KQ
1005,액트,131400.KQ
1006,에스디생명공학,217480.KQ
1007,에스모 머티리얼즈,087730.KQ
1008,에스앤씨엔진그룹,900080.KQ
1009,에스텍파마,041910.KQ
1010,에이비프로바이오,195990.KQ
1011,에이스테크,088800.KQ
1012,에이씨티,138360.KQ
1013,에이치엔티,176440.KQ
1014,에이치엘사이언스,239610.KQ
1015,에이티세미콘,089530.KQ
1016,에이팩트,200470.KQ
1017,에이프로젠 H&G,109960.KQ
1018,에코플라스틱,038110.KQ
1019,엑사이엔씨,054940.KQ
1020,엔에스,217820.KQ
1021,엔피디,198080.KQ
1022,엘오티베큠,083310.KQ
1023,엠플러스,259630.KQ
1024,연이정보통신,090740.KQ
1025,예스24,053280.KQ
1026,오가닉티코스메틱,900300.KQ
1027,옵트론텍,082210.KQ
1028,옵티팜,153710.KQ
1029,와이솔,122990.KQ
1030,와이아이케이,232140.KQ
1031,우노앤컴퍼니,114630.KQ
1032,우리산업홀딩스,072470.KQ
1033,우림기계,101170.KQ
1034,우양,103840.KQ
1035,원익,032940.KQ
1036,유성티엔에스,024800.KQ
1037,유에스티,263770.KQ
1038,육일씨엔에쓰,191410.KQ
1039,이노인스트루먼트,215790.KQ
1040,이디티,215090.KQ
1041,이루온,065440.KQ
1042,이엘케이,094190.KQ
1043,이엘피,063760.KQ
1044,이트론,096040.KQ
1045,인터로조,119610.KQ
1046,인터파크,108790.KQ
1047,인터플렉스,051370.KQ
1048,일야,058450.KQ
1049,잉글우드랩,950140.KQ
1050,전파기지국,065530.KQ
1051,제너셈,217190.KQ
1052,제넨바이오,072520.KQ
1053,제노레이,122310.KQ
1054,제로투세븐,159580.KQ
1055,제룡전기,033100.KQ
1056,제이씨현시스템,033320.KQ
1057,조광ILI,044060.KQ
1058,칩스앤미디어,094360.KQ
1059,컴퍼니케이,307930.KQ
1060,케이사인,192250.KQ
1061,케이씨에스,115500.KQ
1062,케이아이엔엑스,093320.KQ
1063,켐온,217600.KQ
1064,코드네이처,078940.KQ
1065,코맥스,036690.KQ
1066,코세스,089890.KQ
1067,코스맥스엔비티,222040.KQ
1068,코스메카코리아,241710.KQ
1069,코엔텍,029960.KQ
1070,코텍,052330.KQ
1071,큐캐피탈,016600.KQ
1072,크리스탈신소재,900250.KQ
1073,타이거일렉,219130.KQ
1074,티로보틱스,117730.KQ
1075,파마리서치프로덕트,214450.KQ
1076,파인디앤씨,049120.KQ
1077,파인텍,131760.KQ
1078,펩트론,087010.KQ
1079,포스링크,056730.KQ
1080,풍국주정,023900.KQ
1081,퓨쳐켐,220100.KQ
1082,피씨디렉트,051380.KQ
1083,피앤텔,054340.KQ
1084,피에스케이홀딩스,031980.KQ
1085,하이로닉,149980.KQ
1086,한국유니온제약,080720.KQ
1087,한국컴퓨터,054040.KQ
1088,한일사료,005860.KQ
1089,행남사,008800.KQ
1090,헝셩그룹,900270.KQ
1091,현대바이오,048410.KQ
1092,효성오앤비,097870.KQ
1093,휴온스,243070.KQ
1094,GT&T,053870.KQ
1095,HK저축은행,007640.KQ
1096,KTB전환32,044400.KQ
1097,국정교과서,024930.KQ
1098,그린기술투자,025340.KQ
1099,그린에셋일호,045080.KQ
1100,금강정공,022770.KQ
1101,나노트로닉스,010670.KQ
1102,남신,008680.KQ
1103,네오리소스,058550.KQ
1104,네오세미테크,089240.KQ
1105,네오퍼플,028090.KQ
1106,네프로아이티,950030.KQ
1107,녹십자의공,014660.KQ
1108,뉴씨앤씨,045240.KQ
1109,다임마이스터전환형일,036430.KQ
1110,대신밸런스제4호스팩,262830.KQ
1111,데코앤이,017680.KQ
1112,동방금고,008410.KQ
1113,동산진흥,031960.KQ
1114,디씨씨,034750.KQ
1115,디아이디,074130.KQ
1116,디패션,030420.KQ
1117,렉스엘이앤지,004790.KQ
1118,로보트보일러,010920.KQ
1119,리젠트프로1,037430.KQ
1120,리타워텍,020860.KQ
1121,마이다스전환형일호펀,036040.KQ
1122,맥스브로,088810.KQ
1123,미래아이티3,040940.KQ
1124,미래에셋드림삼호펀드,035330.KQ
1125,미래에셋스팩1호,121950.KQ
1126,미래에셋이글일호펀드,034450.KQ
1127,미리넷,056710.KQ
1128,박현주드림칠호자산배,035790.KQ
1129,박현주자산1,037490.KQ
1130,블루멈,033880.KQ
1131,블루스톤,033720.KQ
1132,비앤비성원,015200.KQ
1133,비전하이테크,015050.KQ
1134,삼경정밀,013320.KQ
1135,삼화기연,033210.KQ
1136,삼화정밀,021220.KQ
1137,샤인시스템,066300.KQ
1138,서울가든,011520.KQ
1139,성담,003860.KQ
1140,성진산업,037650.KQ
1141,세라온,050600.KQ
1142,세본금속,020620.KQ
1143,시스컴,037280.KQ
1144,신림종합건설,014270.KQ
1145,신우산업기기,016310.KQ
1146,신한에스아이티,054530.KQ
1147,신한제3호스팩,257730.KQ
1148,실크자산3,037040.KQ
1149,써니트렌드,035500.KQ
1150,아이알디,084810.KQ
1151,아이이,023430.KQ
1152,아이텍스필,008030.KQ
1153,아인스M&M,040740.KQ
1154,어울림정보,038320.KQ
1155,에스비엠,037630.KQ
1156,에스씨옵티콤,014090.KQ
1157,에스오케이,032610.KQ
1158,에스피컴텍,039110.KQ
1159,에어로시스템,018740.KQ
1160,에이스디지텍,036550.KQ
1161,엔에스아이,053250.KQ
1162,엠엔에프씨,048640.KQ
1163,올에버,034970.KQ
1164,우수씨엔에스,060550.KQ
1165,우양에이치씨,101970.KQ
1166,우영,012460.KQ
1167,위너지스,026260.KQ
1168,유천건설,016230.KQ
1169,이룸지엔지,050640.KQ
1170,인포피아,036220.KQ
1171,자유건설,001990.KQ
1172,정일이엔씨,010810.KQ
1173,제이엠피,054790.KQ
1174,주은리스,030970.KQ
1175,지앤에스티,036920.KQ
1176,징기스칸1호,039170.KQ
1177,카리스소프트,024080.KQ
1178,케이비제9호스팩,232270.KQ
1179,코아정보,039990.KQ
1180,크롭사이언스,000870.KQ
1181,크린3호,045870.KQ
1182,크린4호,049850.KQ
1183,태산엘시디,036210.KQ
1184,태창파로스,039850.KQ
1185,프라임저축은행,008170.KQ
1186,플러스3호,035410.KQ
1187,피엘에이,082390.KQ
1188,피케이엘,039870.KQ
1189,하이켐,021660.KQ
1190,하이콤,048540.KQ
1191,한국산업투자,019530.KQ
1192,한빛방송,043890.KQ
1193,한서금고,023580.KQ
1194,한서제약,044070.KQ
1195,한신코퍼,037120.KQ
1196,한텔,041940.KQ
1197,핸디소프트,032380.KQ
1198,형진건설,006520.KQ
1199,혜성테푸,006860.KQ
1200,후야인포넷,032050.KQ
1201,휴먼텍코리아,066060.KQ
1202,CNH,023460.KQ
1203,DMS,068790.KQ
1204,IBKS제11호스팩,335890.KQ
1205,ITX엠투엠,099520.KQ
1206,KBI메탈,024840.KQ
1207,KH바텍,060720.KQ
1208,KMH하이텍,052900.KQ
1209,KNN,058400.KQ
1210,KPX생명과학,114450.KQ
1211,KTH,036030.KQ
1212,KT서브마린,060370.KQ
1213,SBS콘텐츠허브,046140.KQ
1214,SG&G,040610.KQ
1215,SGA,049470.KQ
1216,SV인베스트먼트,289080.KQ
1217,TPC,048770.KQ
1218,TS인베스트먼트,246690.KQ
1219,W홀딩컴퍼니,052300.KQ
1220,YBM넷,057030.KQ
1221,가온미디어,078890.KQ
1222,경동제약,011040.KQ
1223,고영,098460.KQ
1224,골드퍼시픽,038530.KQ
1225,골든센츄리,900280.KQ
1226,광진윈텍,090150.KQ
1227,구영테크,053270.KQ
1228,국보디자인,066620.KQ
1229,나이스정보통신,036800.KQ
1230,남화산업,111710.KQ
1231,네스엠,056000.KQ
1232,네오오토,212560.KQ
1233,네오위즈,095660.KQ
1234,네오크레마,311390.KQ
1235,넷게임즈,225570.KQ
1236,노랑풍선,104620.KQ
1237,노바텍,285490.KQ
1238,녹십자엠에스,142280.KQ
1239,뉴보텍,060260.KQ
1240,뉴프라이드,900100.KQ
1241,다날,064260.KQ
1242,다우데이타,032190.KQ
1243,대원미디어,048910.KQ
1244,대한과학,131220.KQ
1245,대호피앤씨,021040.KQ
1246,대화제약,067080.KQ
1247,동아화성,041930.KQ
1248,동양파일,228340.KQ
1249,디앤씨미디어,263720.KQ
1250,디이엔티,079810.KQ
1251,라닉스,317120.KQ
1252,라온피플,300120.KQ
1253,로스웰,900260.KQ
1254,리더스코스메틱,016100.KQ
1255,린드먼아시아,277070.KQ
1256,마니커에프앤지,195500.KQ
1257,메가엠디,133750.KQ
1258,메드팩토,235980.KQ
1259,메카로,241770.KQ
1260,모베이스,101330.KQ
1261,모아텍,033200.KQ
1262,미래에셋대우스팩4호,333430.KQ
1263,바이오스마트,038460.KQ
1264,바텍,043150.KQ
1265,보광산업,225530.KQ
1266,본느,226340.KQ
1267,브릿지바이오,288330.KQ
1268,블러썸엠앤씨,263920.KQ
1269,비엠티,086670.KQ
1270,비츠로셀,082920.KQ
1271,비츠로시스,054220.KQ
1272,삼기오토모티브,122350.KQ
1273,삼보모터스,053700.KQ
1274,삼영엠텍,054540.KQ
1275,삼천당제약,000250.KQ
1276,샘코,263540.KQ
1277,서울옥션,063170.KQ
1278,서한,011370.KQ
1279,성도이엔지,037350.KQ
1280,성우전자,081580.KQ
1281,세원물산,024830.KQ
1282,셀바스AI,108860.KQ
1283,스카이문스테크놀로지,033790.KQ
1284,시너지이노베이션,048870.KQ
1285,신성델타테크,065350.KQ
1286,신화인터텍,056700.KQ
1287,씨젠,096530.KQ
1288,아난티,025980.KQ
1289,아시아종묘,154030.KQ
1290,아이컴포넌트,059100.KQ
1291,아즈텍WB,032080.KQ
1292,안랩,053800.KQ
1293,안트로젠,065660.KQ
1294,알서포트,131370.KQ
1295,애니플러스,310200.KQ
1296,어보브반도체,102120.KQ
1297,에버다임,041440.KQ
1298,에스넷,038680.KQ
1299,에스디시스템,121890.KQ
1300,에스앤에스텍,101490.KQ
1301,에스에이엠티,031330.KQ
1302,에스와이,109610.KQ
1303,에스제이케이,080440.KQ
1304,에스티큐브,052020.KQ
1305,에스피지,058610.KQ
1306,에이피티씨,089970.KQ
1307,에코마케팅,230360.KQ
1308,에코바이오,038870.KQ
1309,에코캡,128540.KQ
1310,에프앤리퍼블릭,064090.KQ
1311,에프엔에스테크,083500.KQ
1312,엔바이오니아,317870.KQ
1313,엔에스엔,031860.KQ
1314,엔에이치스팩13호,310840.KQ
1315,엔에이치스팩15,339950.KQ
1316,엘엠에스,073110.KQ
1317,엠아이텍,179290.KQ
1318,엠에스오토텍,123040.KQ
1319,엠케이전자,033160.KQ
1320,오스템임플란트,048260.KQ
1321,오이솔루션,138080.KQ
1322,올리패스,244460.KQ
1323,와이엠씨,155650.KQ
1324,와이엠티,251370.KQ
1325,와이제이엠게임즈,193250.KQ
1326,우리넷,115440.KQ
1327,우리조명,037400.KQ
1328,원익IPS,240810.KQ
1329,유니슨,018000.KQ
1330,유니크,011320.KQ
1331,유아이디,069330.KQ
1332,유아이엘,049520.KQ
1333,유테크,178780.KQ
1334,이더블유케이,258610.KQ
1335,이상네트웍스,080010.KQ
1336,이큐셀,160600.KQ
1337,이테크건설,016250.KQ
1338,이퓨쳐,134060.KQ
1339,이화공영,001840.KQ
1340,인텔리안테크,189300.KQ
1341,인피니트헬스케어,071200.KQ
1342,일신바이오,068330.KQ
1343,장원테크,174880.KQ
1344,정원엔시스,045510.KQ
1345,제이씨케미칼,137950.KQ
1346,좋은사람들,033340.KQ
1347,중앙백신,072020.KQ
1348,지어소프트,051160.KQ
1349,지엔원에너지,270520.KQ
1350,청보산업,013720.KQ
1351,카스,016920.KQ
